Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
IMBABURA;0,34185128;-78,16467047;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/2/2023;ENCONTRADO;1/3/2023
PICHINCHA;-0,2418203;-78,5277506;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;14/1/2023;ENCONTRADO;31/3/2023
PICHINCHA;-0,22074965;-78,51275396;80;HOMBRE;EXTRAVIADA;HOSPITALIZADO;7/2/2023;ENCONTRADO;8/2/2023
MANABI;-1,06458656;-80,44917558;19;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;21/1/2023;ENCONTRADO;1/2/2023
PICHINCHA;-0,25633216;-78,50794239;16;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;4/1/2023;ENCONTRADO;25/1/2023
CHIMBORAZO;-2,206582;-79,1336706;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/1/2023;ENCONTRADO;18/4/2023
NAPO;-1,03486871;-77,66340494;25;HOMBRE;FALLECIDO;NO DETERMINADA;1/1/2023;FALLECIDO;3/1/2023
PICHINCHA;-0,2044426;-78,4899379;16;MUJER;PROBLEMAS SOCIALES;DROGADICCION;10/2/2023;ENCONTRADO;9/3/2023
PICHINCHA;-0,1350023;-78,4382469;25;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;4/1/2023;ENCONTRADO;5/1/2023
PICHINCHA;-0,2437481;-78,5297374;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/1/2023;ENCONTRADO;3/2/2023
COTOPAXI;-0,9411949;-79,2316042;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/1/2023;ENCONTRADO;3/2/2023
AZUAY;-2,8870218;-78,9641763;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/1/2023;ENCONTRADO;5/2/2023
AZUAY;-2,91418544;-79,00084692;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/1/2023;ENCONTRADO;5/2/2023
AZUAY;-2,91418544;-79,00084692;15;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/1/2023;ENCONTRADO;5/2/2023
SANTA ELENA;-2,3127597;-80,70610553;26;HOMBRE;FALLECIDO;ASESINATO;13/2/2023;FALLECIDO;16/2/2023
COTOPAXI;-1,03458907;-78,48614605;49;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/3/2023;ENCONTRADO;17/3/2023
CHIMBORAZO;-1,6071779;-78,6310395;28;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;6/3/2023;ENCONTRADO;17/3/2023
MANABI;-0,99635824;-80,73672295;69;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;15/3/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,15732745;-78,48442912;29;HOMBRE;EXTRAVIADA;DETENIDO;15/3/2023;ENCONTRADO;17/3/2023
GUAYAS;-2,0988723;-79,9542438;19;HOMBRE;FALLECIDO;ASESINATO;29/4/2023;FALLECIDO;15/5/2023
PICHINCHA;-0,24411;-78,5163894;28;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/4/2023;ENCONTRADO;5/5/2023
PICHINCHA;-0,2573142;-78,5263252;38;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;18/3/2023;ENCONTRADO;11/5/2023
PICHINCHA;-0,2329462;-78,50851641;40;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/3/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,21917475;-78,51289804;31;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;17/4/2023;ENCONTRADO;18/4/2023
PICHINCHA;-0,1350023;-78,4382469;7;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;4/1/2023;ENCONTRADO;5/1/2023
LOJA;-4,00293028;-79,21007902;5;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/2/2023;ENCONTRADO;1/3/2023
PICHINCHA;-0,14965699;-78,50617528;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/3/2023;ENCONTRADO;17/3/2023
CHIMBORAZO;-1,9372504;-78,7140798;44;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/3/2023;ENCONTRADO;17/3/2023
TUNGURAHUA;-1,2704173;-78,6264312;28;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;15/3/2023;ENCONTRADO;17/3/2023
IMBABURA;0,1946244;-78,0920719;60;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;10/3/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,0953094;-78,48292059;58;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/1/2023;ENCONTRADO;7/1/2023
GUAYAS;-2,2214132;-79,9162959;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/2/2023;ENCONTRADO;18/4/2023
PICHINCHA;-0,18249038;-78,38748153;81;HOMBRE;FALLECIDO;NO DETERMINADA;6/1/2023;FALLECIDO;9/1/2023
CAÑAR;-2,41859254;-79,34606481;12;MUJER;SIN_DATO;SIN_DATO;8/2/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,80903409;-79,53475428;36;HOMBRE;SIN_DATO;SIN_DATO;18/2/2023;DESAPARECIDO;SIN_DATO
NAPO;-0,99881192;-77,8053598;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/1/2023;ENCONTRADO;8/1/2023
PICHINCHA;-0,2429561;-78,4972906;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/1/2023;ENCONTRADO;12/1/2023
PICHINCHA;0,0425351;-78,1458804;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/1/2023;ENCONTRADO;18/1/2023
LOJA;-4,00293028;-79,21007902;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/2/2023;ENCONTRADO;1/3/2023
CAÑAR;-2,43107356;-79,3379348;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/1/2023;ENCONTRADO;13/1/2023
PICHINCHA;-0,2220641;-78,3150877;18;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/1/2023;ENCONTRADO;10/1/2023
MANABI;-0,30800382;-79,58775356;22;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/2/2023;ENCONTRADO;18/4/2023
MANABI;-1,552242;-80,4270885;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/1/2023;ENCONTRADO;12/1/2023
LOJA;-4,03282312;-79,20254698;55;HOMBRE;FALLECIDO;NO DETERMINADA;7/1/2023;FALLECIDO;9/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,4306678;-79,27228263;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/1/2023;ENCONTRADO;16/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24730585;-79,18362714;27;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/1/2023;ENCONTRADO;15/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,1811217;-79,2445913;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/1/2023;ENCONTRADO;12/2/2023
ESMERALDAS;0,96224533;-79,65630486;13;MUJER;SIN_DATO;SIN_DATO;22/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,31598586;-78,46595852;20;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;15/1/2023;ENCONTRADO;17/1/2023
LOJA;-3,9098046;-79,2888043;78;HOMBRE;SIN_DATO;SIN_DATO;8/2/2023;DESAPARECIDO;SIN_DATO
NAPO;-1,18959302;-77,87216496;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/3/2023;ENCONTRADO;18/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26298422;-79,16696779;24;HOMBRE;SIN_DATO;SIN_DATO;30/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,3283259;-78,4498347;27;MUJER;SIN_DATO;SIN_DATO;19/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1255987;-79,8821829;12;MUJER;SIN_DATO;SIN_DATO;11/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1894128;-79,8890662;69;HOMBRE;SIN_DATO;SIN_DATO;3/3/2023;DESAPARECIDO;SIN_DATO
IMBABURA;0,23258226;-78,26008735;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/3/2023;ENCONTRADO;18/3/2023
PICHINCHA;-0,28550518;-78,56588111;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/2/2023;ENCONTRADO;10/3/2023
ORELLANA;-0,30122487;-76,85641116;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/1/2023;ENCONTRADO;19/1/2023
LOS RIOS;-1,56068095;-79,75473404;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;15/2/2023
PICHINCHA;-0,2797677;-78,5149691;37;HOMBRE;FALLECIDO;NO DETERMINADA;25/2/2023;FALLECIDO;28/2/2023
MANABI;-0,37672631;-80,17881464;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;28/2/2023
MANABI;-0,37672631;-80,17881464;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;28/2/2023
LOS RIOS;-1,44546059;-79,46475983;11;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/1/2023;ENCONTRADO;1/2/2023
MANABI;-0,37672631;-80,17881464;9;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;28/2/2023
ORELLANA;-0,333333;-77;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/2/2023;ENCONTRADO;1/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24494902;-79,13784258;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/2/2023;ENCONTRADO;6/2/2023
LOJA;-3,9865964;-79,20339546;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/2/2023;ENCONTRADO;28/2/2023
GUAYAS;-2,1964404;-79,9056166;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/4/2023;ENCONTRADO;15/4/2023
GUAYAS;-2,0252666;-79,9443024;46;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;17/3/2023;ENCONTRADO;18/3/2023
COTOPAXI;-1,04558505;-78,59021008;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/3/2023;ENCONTRADO;18/3/2023
PICHINCHA;-0,16722193;-78,31889755;47;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;17/2/2023;ENCONTRADO;18/2/2023
PICHINCHA;-0,1973971;-78,5061915;31;HOMBRE;FALLECIDO;NO DETERMINADA;15/2/2023;FALLECIDO;27/2/2023
GUAYAS;-2,1520778;-79,5812335;26;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/2/2023;ENCONTRADO;1/3/2023
PICHINCHA;-0,091198;-78,5238416;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;5/3/2023
BOLIVAR;-1,578807;-79,00321869;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/2/2023;ENCONTRADO;1/3/2023
PICHINCHA;-0,3069491;-78,5018999;25;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/2/2023;ENCONTRADO;28/2/2023
IMBABURA;0,3345768;-78,119704;16;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;3/2/2023;ENCONTRADO;1/3/2023
GUAYAS;-2,247564;-79,892338;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/2/2023;ENCONTRADO;1/3/2023
GUAYAS;-2,28401857;-79,88470664;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/2/2023;ENCONTRADO;3/3/2023
AZUAY;-2,8933173;-79,0103277;52;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;6/2/2023;ENCONTRADO;11/2/2023
GUAYAS;-2,0721549;-79,9345141;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/2/2023;ENCONTRADO;28/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,27549885;-79,16333715;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/2/2023;ENCONTRADO;21/2/2023
PICHINCHA;-0,2924362;-78,5220701;81;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;19/2/2023;ENCONTRADO;20/2/2023
EL ORO;-3,69140932;-79,61412152;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/2/2023;ENCONTRADO;7/2/2023
GUAYAS;-2,219905;-79,9376177;32;HOMBRE;EXTRAVIADA;ACCIDENTADO;5/3/2023;ENCONTRADO;5/3/2023
AZUAY;-2,91297842;-79,06502907;22;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;12/2/2023;ENCONTRADO;18/3/2023
AZUAY;-3,03152777;-78,93121053;71;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;6/2/2023;ENCONTRADO;11/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,23925825;-79,17769436;25;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/2/2023;ENCONTRADO;21/2/2023
MANABI;-0,9806168;-80,7027384;11;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;9/2/2023;ENCONTRADO;9/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,22528047;-79,18593535;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/1/2023;ENCONTRADO;12/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2683217;-79,1978398;75;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/1/2023;ENCONTRADO;26/1/2023
GUAYAS;-1,05134865;-79,61084257;6;HOMBRE;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-1,05134865;-79,61084257;7;HOMBRE;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-1,05134865;-79,61084257;26;MUJER;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-1,05134865;-79,61084257;5;MUJER;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,10764199;-79,24435748;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/2/2023;ENCONTRADO;27/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2683217;-79,1978398;41;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/1/2023;ENCONTRADO;26/1/2023
GUAYAS;-2,19624669;-79,90107422;22;HOMBRE;SIN_DATO;SIN_DATO;14/2/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,0950184;-79,9867898;33;HOMBRE;SIN_DATO;SIN_DATO;24/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2437481;-78,5297374;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;10/2/2023
PICHINCHA;-0,1296525;-78,4939;24;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;9/2/2023;ENCONTRADO;10/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26281987;-79,38515461;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/2/2023;ENCONTRADO;12/2/2023
CAÑAR;-2,55980032;-78,93751322;24;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/2/2023;ENCONTRADO;22/2/2023
AZUAY;-2,88237809;-79,01824101;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/2/2023;ENCONTRADO;18/2/2023
PICHINCHA;-0,0839886;-78,5087676;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/3/2023;ENCONTRADO;4/3/2023
GUAYAS;-1,84917501;-79,98054787;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/3/2023;ENCONTRADO;18/3/2023
PICHINCHA;-0,1181102;-78,4404961;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/3/2023;ENCONTRADO;18/3/2023
PICHINCHA;-0,1683335;-78,473073;74;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;17/3/2023;ENCONTRADO;18/3/2023
PICHINCHA;-0,21188364;-78,52145093;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/3/2023;ENCONTRADO;18/3/2023
MANABI;-1,03340774;-80,33607568;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/1/2023;ENCONTRADO;16/2/2023
CHIMBORAZO;-1,6943845;-78,6284105;3;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;14/2/2023
SANTA ELENA;-2,22054988;-80,86332819;19;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/2/2023;ENCONTRADO;22/2/2023
PICHINCHA;-0,214213;-78,4965043;38;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/2/2023;ENCONTRADO;15/2/2023
MANABI;-0,3316551;-79,6052884;54;HOMBRE;SIN_DATO;SIN_DATO;12/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,1578902;-78,3643119;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/2/2023;ENCONTRADO;27/2/2023
AZUAY;-3,06136;-79,7441844;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-2,13168238;-79,60918212;21;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/1/2023;ENCONTRADO;17/2/2023
IMBABURA;0,23813629;-78,23511274;32;HOMBRE;FALLECIDO;ACCIDENTAL;10/2/2023;FALLECIDO;15/2/2023
GUAYAS;-2,1322172;-79,9079884;26;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/3/2023;ENCONTRADO;17/3/2023
PICHINCHA;-0,37646577;-78,50709509;11;MUJER;SIN_DATO;SIN_DATO;24/2/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,68939198;-78,63477297;17;MUJER;SIN_DATO;SIN_DATO;5/3/2023;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,64699845;-78,68169349;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/3/2023;ENCONTRADO;18/3/2023
GUAYAS;-2,08755163;-79,93731433;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/3/2023;ENCONTRADO;18/3/2023
COTOPAXI;-0,83476094;-78,66754145;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/3/2023;ENCONTRADO;19/3/2023
PICHINCHA;-0,2590715;-78,5291706;11;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/3/2023;ENCONTRADO;19/3/2023
GUAYAS;-2,168974;-79,8397207;41;HOMBRE;FALLECIDO;NO DETERMINADA;7/3/2023;FALLECIDO;19/3/2023
IMBABURA;0,35550843;-78,12618256;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/3/2023;ENCONTRADO;19/3/2023
LOJA;-4,0455072;-79,7848422;6;MUJER;FALLECIDO;NO DETERMINADA;17/3/2023;FALLECIDO;19/3/2023
MANABI;-1,0540603;-80,48719776;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/3/2023;ENCONTRADO;19/3/2023
MANABI;-1,06537539;-80,45525337;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/3/2023;ENCONTRADO;17/3/2023
CHIMBORAZO;-1,6775352;-78,6586231;26;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/2/2023;ENCONTRADO;11/4/2023
GUAYAS;-2,2402791;-79,9220686;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/3/2023;ENCONTRADO;7/4/2023
PICHINCHA;-0,10856121;-78,43032946;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/3/2023;ENCONTRADO;19/3/2023
PICHINCHA;-0,1750925;-78,4749109;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/3/2023;ENCONTRADO;18/3/2023
PICHINCHA;-0,09797375;-78,47397769;24;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;17/3/2023;ENCONTRADO;19/3/2023
PICHINCHA;-0,2441149;-78,5220701;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/3/2023;ENCONTRADO;19/3/2023
PICHINCHA;-0,3534101;-78,4380262;73;HOMBRE;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-0,89180112;-79,48822299;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/1/2023;ENCONTRADO;16/3/2023
GUAYAS;-2,2311949;-79,8905986;37;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;2/3/2023;ENCONTRADO;20/3/2023
GUAYAS;-2,2048323;-79,9052489;85;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;18/3/2023;ENCONTRADO;20/3/2023
GUAYAS;-2,2394208;-79,929414;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/3/2023;ENCONTRADO;6/4/2023
GUAYAS;-2,11898762;-79,59205806;59;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;20/3/2023;ENCONTRADO;20/3/2023
EL ORO;-3,2418468;-79,9545217;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/3/2023;ENCONTRADO;21/3/2023
GUAYAS;-2,2402791;-79,9220686;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/3/2023;ENCONTRADO;20/3/2023
PICHINCHA;-0,15893026;-78,29432707;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/3/2023;ENCONTRADO;20/3/2023
GUAYAS;-2,1894128;-79,8890662;56;HOMBRE;FALLECIDO;NO DETERMINADA;25/2/2023;FALLECIDO;3/4/2023
LOJA;-4,00606383;-79,20419709;48;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;9/3/2023;ENCONTRADO;20/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2513383;-79,165723;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/3/2023;ENCONTRADO;18/3/2023
GUAYAS;-2,1894128;-79,8890662;22;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/3/2023;ENCONTRADO;19/3/2023
LOJA;-4,0455072;-79,7848422;27;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/3/2023;ENCONTRADO;21/3/2023
PICHINCHA;-0,3030027;-78,5510676;10;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/2/2023;ENCONTRADO;22/2/2023
GUAYAS;-2,247564;-79,892338;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/3/2023;ENCONTRADO;20/3/2023
PICHINCHA;-0,12239447;-78,46525669;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/3/2023;ENCONTRADO;1/5/2023
PICHINCHA;-0,3301626;-78,4510729;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/1/2023;ENCONTRADO;17/3/2023
GUAYAS;-2,2028553;-79,9116221;47;HOMBRE;EXTRAVIADA;HOSPITALIZADO;17/3/2023;ENCONTRADO;20/3/2023
GUAYAS;-2,55345773;-79,56342459;18;HOMBRE;SIN_DATO;SIN_DATO;8/1/2023;DESAPARECIDO;SIN_DATO
IMBABURA;0,3329205;-78,1377336;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;18/3/2023;ENCONTRADO;22/3/2023
MANABI;0,082818;-80,047159;22;HOMBRE;SIN_DATO;SIN_DATO;16/2/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,2704893;-79,1722894;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/2/2023;ENCONTRADO;13/2/2023
AZUAY;-2,89158385;-79,04045759;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/3/2023;ENCONTRADO;20/3/2023
AZUAY;-2,9022152;-79,0089223;33;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;20/3/2023;ENCONTRADO;21/3/2023
PICHINCHA;-0,2836064;-78,5592313;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/3/2023;ENCONTRADO;24/3/2023
PICHINCHA;-0,2394693;-78,5419553;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;23/3/2023
ZAMORA CHINCHIPE;-3,82529668;-78,7593655;28;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/3/2023;ENCONTRADO;14/4/2023
ZAMORA CHINCHIPE;-3,82529668;-78,7593655;2;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/3/2023;ENCONTRADO;14/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24914006;-79,17250209;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/1/2023;ENCONTRADO;31/1/2023
GUAYAS;-2,0775097;-79,9213511;29;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/3/2023;ENCONTRADO;20/3/2023
GUAYAS;-2,24443558;-79,90617198;21;HOMBRE;SIN_DATO;SIN_DATO;2/1/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1184277;-79,9474463;23;HOMBRE;SIN_DATO;SIN_DATO;16/3/2023;DESAPARECIDO;SIN_DATO
